course_id,course_name,region,date,tee_time,day_of_week,is_weekend,price_18_holes,price_9_holes,spots_available,is_available,days_until,weather_conditions,high_temp_f,precip_chance_pct
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-11,09:30,Wednesday,False,48,27,3,True,0,Partly Cloudy,60.5,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-11,09:38,Wednesday,False,49,26,0,False,0,Partly Cloudy,60.5,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-11,09:46,Wednesday,False,47,27,4,True,0,Partly Cloudy,60.5,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-11,09:56,Wednesday,False,48,27,3,True,0,Partly Cloudy,60.5,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-11,10:04,Wednesday,False,50,26,2,True,0,Partly Cloudy,60.5,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-11,10:12,Wednesday,False,47,26,3,True,0,Partly Cloudy,60.5,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-11,10:20,Wednesday,False,46,25,3,True,0,Partly Cloudy,60.5,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-11,10:30,Wednesday,False,46,25,0,False,0,Partly Cloudy,60.5,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-11,10:40,Wednesday,False,45,25,1,True,0,Partly Cloudy,60.5,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-11,10:50,Wednesday,False,46,27,4,True,0,Partly Cloudy,60.5,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-11,11:00,Wednesday,False,43,26,2,True,0,Partly Cloudy,60.5,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-11,11:08,Wednesday,False,44,25,0,False,0,Partly Cloudy,60.5,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-11,11:18,Wednesday,False,47,25,4,True,0,Partly Cloudy,60.5,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-11,11:28,Wednesday,False,44,25,0,False,0,Partly Cloudy,60.5,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-11,11:36,Wednesday,False,46,25,1,True,0,Partly Cloudy,60.5,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-11,11:46,Wednesday,False,46,25,4,True,0,Partly Cloudy,60.5,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-11,11:54,Wednesday,False,45,27,0,False,0,Partly Cloudy,60.5,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-11,12:04,Wednesday,False,41,21,3,True,0,Partly Cloudy,60.5,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-11,12:12,Wednesday,False,40,22,4,True,0,Partly Cloudy,60.5,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-11,12:22,Wednesday,False,41,22,2,True,0,Partly Cloudy,60.5,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-11,12:30,Wednesday,False,40,22,4,True,0,Partly Cloudy,60.5,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-11,12:38,Wednesday,False,41,22,2,True,0,Partly Cloudy,60.5,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-11,12:48,Wednesday,False,40,22,3,True,0,Partly Cloudy,60.5,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-11,12:58,Wednesday,False,39,23,3,True,0,Partly Cloudy,60.5,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-11,13:08,Wednesday,False,40,22,0,False,0,Partly Cloudy,60.5,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-11,13:18,Wednesday,False,41,23,2,True,0,Partly Cloudy,60.5,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-11,13:26,Wednesday,False,41,21,2,True,0,Partly Cloudy,60.5,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-11,13:36,Wednesday,False,39,23,1,True,0,Partly Cloudy,60.5,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-11,13:44,Wednesday,False,39,22,2,True,0,Partly Cloudy,60.5,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-11,13:52,Wednesday,False,41,22,4,True,0,Partly Cloudy,60.5,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-11,14:00,Wednesday,False,40,20,0,False,0,Partly Cloudy,60.5,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-11,14:10,Wednesday,False,39,22,4,True,0,Partly Cloudy,60.5,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-11,14:20,Wednesday,False,39,23,1,True,0,Partly Cloudy,60.5,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-11,14:30,Wednesday,False,39,22,3,True,0,Partly Cloudy,60.5,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-11,14:38,Wednesday,False,40,23,4,True,0,Partly Cloudy,60.5,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-11,14:46,Wednesday,False,39,23,2,True,0,Partly Cloudy,60.5,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-11,14:56,Wednesday,False,40,22,0,False,0,Partly Cloudy,60.5,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-11,15:06,Wednesday,False,33,18,3,True,0,Partly Cloudy,60.5,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-11,15:14,Wednesday,False,32,18,4,True,0,Partly Cloudy,60.5,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-11,15:24,Wednesday,False,32,18,4,True,0,Partly Cloudy,60.5,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-11,15:34,Wednesday,False,33,19,0,False,0,Partly Cloudy,60.5,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-11,15:44,Wednesday,False,32,19,2,True,0,Partly Cloudy,60.5,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-11,15:52,Wednesday,False,31,18,2,True,0,Partly Cloudy,60.5,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-11,16:02,Wednesday,False,33,18,3,True,0,Partly Cloudy,60.5,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-11,16:10,Wednesday,False,32,18,2,True,0,Partly Cloudy,60.5,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-11,16:18,Wednesday,False,32,18,4,True,0,Partly Cloudy,60.5,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-11,16:28,Wednesday,False,33,18,4,True,0,Partly Cloudy,60.5,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-11,16:38,Wednesday,False,32,19,1,True,0,Partly Cloudy,60.5,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-11,16:48,Wednesday,False,33,19,4,True,0,Partly Cloudy,60.5,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-11,16:58,Wednesday,False,33,18,4,True,0,Partly Cloudy,60.5,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-12,07:00,Thursday,False,48,27,4,True,1,Partly Cloudy,65.9,16
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-12,07:08,Thursday,False,49,27,0,False,1,Partly Cloudy,65.9,16
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-12,07:16,Thursday,False,48,28,3,True,1,Partly Cloudy,65.9,16
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-12,07:26,Thursday,False,48,27,0,False,1,Partly Cloudy,65.9,16
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-12,07:36,Thursday,False,48,27,3,True,1,Partly Cloudy,65.9,16
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-12,07:46,Thursday,False,50,27,0,False,1,Partly Cloudy,65.9,16
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-12,07:54,Thursday,False,49,28,1,True,1,Partly Cloudy,65.9,16
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-12,08:04,Thursday,False,48,27,0,False,1,Partly Cloudy,65.9,16
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-12,08:12,Thursday,False,48,27,3,True,1,Partly Cloudy,65.9,16
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-12,08:20,Thursday,False,48,27,2,True,1,Partly Cloudy,65.9,16
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-12,08:30,Thursday,False,49,26,4,True,1,Partly Cloudy,65.9,16
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-12,08:38,Thursday,False,51,26,4,True,1,Partly Cloudy,65.9,16
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-12,08:48,Thursday,False,47,28,4,True,1,Partly Cloudy,65.9,16
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-12,08:58,Thursday,False,49,27,0,False,1,Partly Cloudy,65.9,16
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-12,09:08,Thursday,False,49,27,2,True,1,Partly Cloudy,65.9,16
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-12,09:18,Thursday,False,47,27,4,True,1,Partly Cloudy,65.9,16
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-12,09:28,Thursday,False,47,27,0,False,1,Partly Cloudy,65.9,16
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-12,09:38,Thursday,False,48,26,2,True,1,Partly Cloudy,65.9,16
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-12,09:48,Thursday,False,48,27,4,True,1,Partly Cloudy,65.9,16
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-12,09:56,Thursday,False,48,26,3,True,1,Partly Cloudy,65.9,16
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-12,10:04,Thursday,False,46,26,4,True,1,Partly Cloudy,65.9,16
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-12,10:14,Thursday,False,45,25,0,False,1,Partly Cloudy,65.9,16
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-12,10:22,Thursday,False,46,25,4,True,1,Partly Cloudy,65.9,16
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-12,10:30,Thursday,False,44,25,0,False,1,Partly Cloudy,65.9,16
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-12,10:40,Thursday,False,46,26,1,True,1,Partly Cloudy,65.9,16
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-12,10:50,Thursday,False,48,26,2,True,1,Partly Cloudy,65.9,16
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-12,10:58,Thursday,False,46,26,4,True,1,Partly Cloudy,65.9,16
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-12,11:08,Thursday,False,45,26,1,True,1,Partly Cloudy,65.9,16
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-12,11:16,Thursday,False,46,26,4,True,1,Partly Cloudy,65.9,16
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-12,11:24,Thursday,False,45,26,1,True,1,Partly Cloudy,65.9,16
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-12,11:34,Thursday,False,48,25,3,True,1,Partly Cloudy,65.9,16
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-12,11:44,Thursday,False,46,26,1,True,1,Partly Cloudy,65.9,16
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-12,11:54,Thursday,False,45,26,4,True,1,Partly Cloudy,65.9,16
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-12,12:04,Thursday,False,40,23,1,True,1,Partly Cloudy,65.9,16
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-12,12:12,Thursday,False,40,22,4,True,1,Partly Cloudy,65.9,16
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-12,12:20,Thursday,False,41,23,2,True,1,Partly Cloudy,65.9,16
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-12,12:30,Thursday,False,41,24,4,True,1,Partly Cloudy,65.9,16
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-12,12:38,Thursday,False,40,23,4,True,1,Partly Cloudy,65.9,16
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-12,12:46,Thursday,False,41,24,2,True,1,Partly Cloudy,65.9,16
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-12,12:54,Thursday,False,40,22,4,True,1,Partly Cloudy,65.9,16
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-12,13:04,Thursday,False,40,21,3,True,1,Partly Cloudy,65.9,16
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-12,13:12,Thursday,False,40,22,4,True,1,Partly Cloudy,65.9,16
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-12,13:20,Thursday,False,41,23,3,True,1,Partly Cloudy,65.9,16
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-12,13:30,Thursday,False,42,23,4,True,1,Partly Cloudy,65.9,16
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-12,13:38,Thursday,False,40,22,2,True,1,Partly Cloudy,65.9,16
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-12,13:48,Thursday,False,41,22,2,True,1,Partly Cloudy,65.9,16
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-12,13:56,Thursday,False,42,23,0,False,1,Partly Cloudy,65.9,16
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-12,14:06,Thursday,False,40,21,2,True,1,Partly Cloudy,65.9,16
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-12,14:16,Thursday,False,42,22,2,True,1,Partly Cloudy,65.9,16
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-12,14:24,Thursday,False,42,22,4,True,1,Partly Cloudy,65.9,16
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-12,14:34,Thursday,False,40,22,4,True,1,Partly Cloudy,65.9,16
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-12,14:42,Thursday,False,40,22,2,True,1,Partly Cloudy,65.9,16
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-12,14:52,Thursday,False,41,22,0,False,1,Partly Cloudy,65.9,16
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-12,15:02,Thursday,False,33,18,2,True,1,Partly Cloudy,65.9,16
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-12,15:12,Thursday,False,33,19,4,True,1,Partly Cloudy,65.9,16
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-12,15:22,Thursday,False,32,18,2,True,1,Partly Cloudy,65.9,16
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-12,15:32,Thursday,False,34,19,0,False,1,Partly Cloudy,65.9,16
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-12,15:42,Thursday,False,32,19,2,True,1,Partly Cloudy,65.9,16
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-12,15:50,Thursday,False,33,19,4,True,1,Partly Cloudy,65.9,16
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-12,16:00,Thursday,False,33,19,0,False,1,Partly Cloudy,65.9,16
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-12,16:08,Thursday,False,35,18,2,True,1,Partly Cloudy,65.9,16
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-12,16:18,Thursday,False,34,19,3,True,1,Partly Cloudy,65.9,16
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-12,16:28,Thursday,False,34,18,1,True,1,Partly Cloudy,65.9,16
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-12,16:36,Thursday,False,34,19,2,True,1,Partly Cloudy,65.9,16
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-12,16:46,Thursday,False,32,18,0,False,1,Partly Cloudy,65.9,16
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-12,16:56,Thursday,False,31,18,3,True,1,Partly Cloudy,65.9,16
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-13,07:00,Friday,False,50,28,1,True,2,Partly Cloudy,48.4,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-13,07:10,Friday,False,49,28,4,True,2,Partly Cloudy,48.4,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-13,07:18,Friday,False,47,26,4,True,2,Partly Cloudy,48.4,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-13,07:28,Friday,False,49,27,2,True,2,Partly Cloudy,48.4,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-13,07:38,Friday,False,49,26,4,True,2,Partly Cloudy,48.4,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-13,07:46,Friday,False,49,26,3,True,2,Partly Cloudy,48.4,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-13,07:56,Friday,False,50,27,1,True,2,Partly Cloudy,48.4,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-13,08:06,Friday,False,48,27,0,False,2,Partly Cloudy,48.4,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-13,08:16,Friday,False,48,27,3,True,2,Partly Cloudy,48.4,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-13,08:24,Friday,False,50,27,2,True,2,Partly Cloudy,48.4,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-13,08:34,Friday,False,50,27,3,True,2,Partly Cloudy,48.4,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-13,08:44,Friday,False,48,27,4,True,2,Partly Cloudy,48.4,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-13,08:54,Friday,False,48,27,4,True,2,Partly Cloudy,48.4,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-13,09:04,Friday,False,48,29,2,True,2,Partly Cloudy,48.4,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-13,09:14,Friday,False,49,27,3,True,2,Partly Cloudy,48.4,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-13,09:24,Friday,False,49,27,4,True,2,Partly Cloudy,48.4,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-13,09:34,Friday,False,49,28,4,True,2,Partly Cloudy,48.4,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-13,09:44,Friday,False,50,27,2,True,2,Partly Cloudy,48.4,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-13,09:52,Friday,False,48,27,4,True,2,Partly Cloudy,48.4,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-13,10:00,Friday,False,44,25,2,True,2,Partly Cloudy,48.4,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-13,10:10,Friday,False,48,27,1,True,2,Partly Cloudy,48.4,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-13,10:20,Friday,False,46,26,2,True,2,Partly Cloudy,48.4,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-13,10:28,Friday,False,47,28,2,True,2,Partly Cloudy,48.4,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-13,10:38,Friday,False,48,26,2,True,2,Partly Cloudy,48.4,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-13,10:48,Friday,False,46,25,1,True,2,Partly Cloudy,48.4,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-13,10:58,Friday,False,47,25,2,True,2,Partly Cloudy,48.4,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-13,11:08,Friday,False,45,25,4,True,2,Partly Cloudy,48.4,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-13,11:18,Friday,False,45,27,0,False,2,Partly Cloudy,48.4,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-13,11:26,Friday,False,48,26,3,True,2,Partly Cloudy,48.4,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-13,11:36,Friday,False,48,26,4,True,2,Partly Cloudy,48.4,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-13,11:46,Friday,False,46,27,2,True,2,Partly Cloudy,48.4,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-13,11:54,Friday,False,47,25,4,True,2,Partly Cloudy,48.4,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-13,12:04,Friday,False,41,22,4,True,2,Partly Cloudy,48.4,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-13,12:14,Friday,False,40,23,4,True,2,Partly Cloudy,48.4,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-13,12:24,Friday,False,43,22,2,True,2,Partly Cloudy,48.4,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-13,12:34,Friday,False,42,22,2,True,2,Partly Cloudy,48.4,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-13,12:44,Friday,False,41,22,4,True,2,Partly Cloudy,48.4,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-13,12:54,Friday,False,40,23,4,True,2,Partly Cloudy,48.4,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-13,13:04,Friday,False,40,23,4,True,2,Partly Cloudy,48.4,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-13,13:12,Friday,False,41,23,4,True,2,Partly Cloudy,48.4,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-13,13:22,Friday,False,40,22,4,True,2,Partly Cloudy,48.4,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-13,13:32,Friday,False,42,23,0,False,2,Partly Cloudy,48.4,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-13,13:40,Friday,False,40,23,4,True,2,Partly Cloudy,48.4,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-13,13:48,Friday,False,42,22,2,True,2,Partly Cloudy,48.4,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-13,13:58,Friday,False,42,22,3,True,2,Partly Cloudy,48.4,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-13,14:08,Friday,False,42,22,4,True,2,Partly Cloudy,48.4,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-13,14:18,Friday,False,39,22,4,True,2,Partly Cloudy,48.4,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-13,14:28,Friday,False,41,23,4,True,2,Partly Cloudy,48.4,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-13,14:36,Friday,False,40,23,4,True,2,Partly Cloudy,48.4,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-13,14:44,Friday,False,39,23,0,False,2,Partly Cloudy,48.4,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-13,14:54,Friday,False,40,22,2,True,2,Partly Cloudy,48.4,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-13,15:02,Friday,False,34,18,0,False,2,Partly Cloudy,48.4,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-13,15:10,Friday,False,33,19,1,True,2,Partly Cloudy,48.4,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-13,15:18,Friday,False,33,19,0,False,2,Partly Cloudy,48.4,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-13,15:26,Friday,False,33,19,4,True,2,Partly Cloudy,48.4,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-13,15:34,Friday,False,35,18,2,True,2,Partly Cloudy,48.4,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-13,15:42,Friday,False,33,19,1,True,2,Partly Cloudy,48.4,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-13,15:52,Friday,False,33,19,3,True,2,Partly Cloudy,48.4,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-13,16:02,Friday,False,33,19,2,True,2,Partly Cloudy,48.4,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-13,16:10,Friday,False,33,19,4,True,2,Partly Cloudy,48.4,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-13,16:20,Friday,False,34,19,4,True,2,Partly Cloudy,48.4,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-13,16:30,Friday,False,33,18,2,True,2,Partly Cloudy,48.4,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-13,16:40,Friday,False,33,19,4,True,2,Partly Cloudy,48.4,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-13,16:48,Friday,False,33,19,4,True,2,Partly Cloudy,48.4,21
cherokee_run,Cherokee Run Golf Club,East Atlanta,2026-02-13,16:58,Friday,False,35,19,4,True,2,Partly Cloudy,48.4,21
